,Disease,symptoms_1,symptoms_2,symptoms_3,symptoms_4
2695,Disease, fatigue, cramps, bruising, obesity
2696,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2697,Disease, fatigue, mood_swings, weight_loss, restlessness
2698,Disease, vomiting, fatigue, anxiety, sweating
2699,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2700,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2701,Disease, vomiting, headache, nausea, spinning_movements
2702,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2703,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2704,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2705,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2706,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2707,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2708,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2709,Disease,itching, vomiting, yellowish_skin, nausea
2710,Disease,itching, skin_rash, stomach_pain, burning_micturition
2711,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2712,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2713,Disease, fatigue, weight_loss, restlessness, lethargy
2714,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2715,Disease, fatigue, cough, high_fever, breathlessness
2716,Disease, headache, chest_pain, dizziness, loss_of_balance
2717,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2718,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2719,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2720,Disease,itching, vomiting, fatigue, weight_loss
2721,Disease, chills, vomiting, high_fever, sweating
2722,Disease,itching, skin_rash, fatigue, lethargy
2723,Disease, skin_rash, chills, joint_pain, vomiting
2724,Disease, chills, vomiting, fatigue, high_fever
2725,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2726,Disease,itching, fatigue, lethargy, yellowish_skin
2727,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2728,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2729,Disease, joint_pain, vomiting, fatigue, high_fever
2730,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2731,Disease, chills, vomiting, fatigue, weight_loss
2732,Disease, continuous_sneezing, chills, fatigue, cough
2733,Disease, chills, fatigue, cough, high_fever
2734,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2735,Disease, vomiting, breathlessness, sweating, chest_pain
2736,Disease, fatigue, cramps, bruising, obesity
2737,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2738,Disease, fatigue, mood_swings, weight_loss, restlessness
2739,Disease, vomiting, fatigue, anxiety, sweating
2740,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2741,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2742,Disease, vomiting, headache, nausea, spinning_movements
2743,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2744,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2745,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2746,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2747,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2748,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2749,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2750,Disease,itching, vomiting, yellowish_skin, nausea
2751,Disease,itching, skin_rash, stomach_pain, burning_micturition
2752,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2753,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2754,Disease, fatigue, weight_loss, restlessness, lethargy
2755,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2756,Disease, fatigue, cough, high_fever, breathlessness
2757,Disease, headache, chest_pain, dizziness, loss_of_balance
2758,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2759,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2760,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2761,Disease,itching, vomiting, fatigue, weight_loss
2762,Disease, chills, vomiting, high_fever, sweating
2763,Disease,itching, skin_rash, fatigue, lethargy
2764,Disease, skin_rash, chills, joint_pain, vomiting
2765,Disease, chills, vomiting, fatigue, high_fever
2766,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2767,Disease,itching, fatigue, lethargy, yellowish_skin
2768,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2769,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2770,Disease, joint_pain, vomiting, fatigue, high_fever
2771,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2772,Disease, chills, vomiting, fatigue, weight_loss
2773,Disease, continuous_sneezing, chills, fatigue, cough
2774,Disease, chills, fatigue, cough, high_fever
2775,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2776,Disease, vomiting, breathlessness, sweating, chest_pain
2777,Disease, fatigue, cramps, bruising, obesity
2778,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2779,Disease, fatigue, mood_swings, weight_loss, restlessness
2780,Disease, vomiting, fatigue, anxiety, sweating
2781,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2782,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2783,Disease, vomiting, headache, nausea, spinning_movements
2784,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2785,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2786,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2787,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2788,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2789,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2790,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2791,Disease,itching, vomiting, yellowish_skin, nausea
2792,Disease,itching, skin_rash, stomach_pain, burning_micturition
2793,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2794,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2795,Disease, fatigue, weight_loss, restlessness, lethargy
2796,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2797,Disease, fatigue, cough, high_fever, breathlessness
2798,Disease, headache, chest_pain, dizziness, loss_of_balance
2799,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2800,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2801,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2802,Disease,itching, vomiting, fatigue, weight_loss
2803,Disease, chills, vomiting, high_fever, sweating
2804,Disease,itching, skin_rash, fatigue, lethargy
2805,Disease, skin_rash, chills, joint_pain, vomiting
2806,Disease, chills, vomiting, fatigue, high_fever
2807,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2808,Disease,itching, fatigue, lethargy, yellowish_skin
2809,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2810,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2811,Disease, joint_pain, vomiting, fatigue, high_fever
2812,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2813,Disease, chills, vomiting, fatigue, weight_loss
2814,Disease, continuous_sneezing, chills, fatigue, cough
2815,Disease, chills, fatigue, cough, high_fever
2816,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2817,Disease, vomiting, breathlessness, sweating, chest_pain
2818,Disease, fatigue, cramps, bruising, obesity
2819,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2820,Disease, fatigue, mood_swings, weight_loss, restlessness
2821,Disease, vomiting, fatigue, anxiety, sweating
2822,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2823,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2824,Disease, vomiting, headache, nausea, spinning_movements
2825,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2826,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2827,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2828,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2829,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2830,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2831,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2832,Disease,itching, vomiting, yellowish_skin, nausea
2833,Disease,itching, skin_rash, stomach_pain, burning_micturition
2834,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2835,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2836,Disease, fatigue, weight_loss, restlessness, lethargy
2837,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2838,Disease, fatigue, cough, high_fever, breathlessness
2839,Disease, headache, chest_pain, dizziness, loss_of_balance
2840,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2841,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2842,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2843,Disease,itching, vomiting, fatigue, weight_loss
2844,Disease, chills, vomiting, high_fever, sweating
2845,Disease,itching, skin_rash, fatigue, lethargy
2846,Disease, skin_rash, chills, joint_pain, vomiting
2847,Disease, chills, vomiting, fatigue, high_fever
2848,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2849,Disease,itching, fatigue, lethargy, yellowish_skin
2850,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2851,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2852,Disease, joint_pain, vomiting, fatigue, high_fever
2853,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2854,Disease, chills, vomiting, fatigue, weight_loss
2855,Disease, continuous_sneezing, chills, fatigue, cough
2856,Disease, chills, fatigue, cough, high_fever
2857,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2858,Disease, vomiting, breathlessness, sweating, chest_pain
2859,Disease, fatigue, cramps, bruising, obesity
2860,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2861,Disease, fatigue, mood_swings, weight_loss, restlessness
2862,Disease, vomiting, fatigue, anxiety, sweating
2863,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2864,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2865,Disease, vomiting, headache, nausea, spinning_movements
2866,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2867,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2868,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2869,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2870,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2871,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2872,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2873,Disease,itching, vomiting, yellowish_skin, nausea
2874,Disease,itching, skin_rash, stomach_pain, burning_micturition
2875,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2876,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2877,Disease, fatigue, weight_loss, restlessness, lethargy
2878,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2879,Disease, fatigue, cough, high_fever, breathlessness
2880,Disease, headache, chest_pain, dizziness, loss_of_balance
2881,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2882,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2883,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2884,Disease,itching, vomiting, fatigue, weight_loss
2885,Disease, chills, vomiting, high_fever, sweating
2886,Disease,itching, skin_rash, fatigue, lethargy
2887,Disease, skin_rash, chills, joint_pain, vomiting
2888,Disease, chills, vomiting, fatigue, high_fever
2889,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2890,Disease,itching, fatigue, lethargy, yellowish_skin
2891,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2892,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2893,Disease, joint_pain, vomiting, fatigue, high_fever
2894,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2895,Disease, chills, vomiting, fatigue, weight_loss
2896,Disease, continuous_sneezing, chills, fatigue, cough
2897,Disease, chills, fatigue, cough, high_fever
2898,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2899,Disease, vomiting, breathlessness, sweating, chest_pain
2900,Disease, fatigue, cramps, bruising, obesity
2901,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2902,Disease, fatigue, mood_swings, weight_loss, restlessness
2903,Disease, vomiting, fatigue, anxiety, sweating
2904,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2905,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2906,Disease, vomiting, headache, nausea, spinning_movements
2907,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2908,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2909,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2910,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2911,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2912,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2913,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2914,Disease,itching, vomiting, yellowish_skin, nausea
2915,Disease,itching, skin_rash, stomach_pain, burning_micturition
2916,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2917,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2918,Disease, fatigue, weight_loss, restlessness, lethargy
2919,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2920,Disease, fatigue, cough, high_fever, breathlessness
2921,Disease, headache, chest_pain, dizziness, loss_of_balance
2922,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2923,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2924,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2925,Disease,itching, vomiting, fatigue, weight_loss
2926,Disease, chills, vomiting, high_fever, sweating
2927,Disease,itching, skin_rash, fatigue, lethargy
2928,Disease, skin_rash, chills, joint_pain, vomiting
2929,Disease, chills, vomiting, fatigue, high_fever
2930,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2931,Disease,itching, fatigue, lethargy, yellowish_skin
2932,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
